user_id,symbol,side,qty,price,fee,timestamp
user_147,AAPL,SELL,2.5549,203.8283,0.5208,2025-05-11
user_150,XAUUSD,SELL,1.8633,23.4566,0.0437,2025-07-12
user_116,BTCUSD,SELL,5.7951,48.342,0.2801,2025-06-21
user_194,TSLA,BUY,2.9024,106.0803,0.3079,2025-05-02
user_055,MSFT,BUY,3.9794,94.2138,0.3749,2025-03-16
user_165,TSLA,SELL,2.4374,171.2055,0.4173,2025-04-14
user_198,TSLA,SELL,3.2681,176.3062,0.5762,2025-05-16
user_147,AAPL,SELL,4.8582,154.1251,0.7488,2025-03-04
user_046,EURUSD,SELL,5.0022,85.7239,0.4288,2025-07-02
user_149,EURUSD,BUY,2.2201,148.9111,0.3306,2025-06-29
user_153,ETHUSD,SELL,3.8638,95.4067,0.3686,2025-05-25
user_063,MSFT,SELL,2.46,247.6025,0.6091,2025-04-05
user_026,XAUUSD,BUY,3.7808,140.2373,0.5302,2025-04-14
user_065,XAUUSD,BUY,2.7695,218.8768,0.6062,2025-02-26
user_173,EURUSD,BUY,12.1768,234.2295,2.8522,2025-08-11
user_076,XAUUSD,SELL,6.6094,259.3499,1.7141,2025-08-11
user_003,XAUUSD,BUY,5.136,252.8319,1.2985,2025-06-20
user_077,MSFT,BUY,1.2756,296.8881,0.3787,2025-03-10
user_050,AAPL,BUY,3.4304,62.5741,0.2147,2025-03-03
user_029,GBPUSD,BUY,6.7335,149.3708,1.0058,2025-03-16
user_076,BTCUSD,BUY,3.9297,147.5384,0.5798,2025-03-11
user_059,XAUUSD,SELL,11.2736,252.278,2.8441,2025-08-04
user_193,ETHUSD,SELL,7.1769,125.0074,0.8972,2025-04-03
user_009,XAUUSD,BUY,3.2547,101.8288,0.3314,2025-03-04
user_050,EURUSD,SELL,10.3577,42.1706,0.4368,2025-08-06
user_178,ETHUSD,SELL,3.4405,62.9437,0.2166,2025-04-28
user_105,BTCUSD,SELL,12.7112,149.4392,1.8996,2025-04-30
user_018,TSLA,SELL,10.7572,195.1998,2.0998,2025-07-06
user_102,BTCUSD,SELL,4.8422,114.7911,0.5558,2025-08-09
user_073,GBPUSD,BUY,1.6323,200.1918,0.3268,2025-06-25
user_005,EURUSD,SELL,4.6185,59.6548,0.2755,2025-07-30
user_049,TSLA,BUY,2.0993,87.1997,0.1831,2025-06-27
user_003,MSFT,BUY,2.8159,248.5847,0.7,2025-04-13
user_069,ETHUSD,SELL,2.9345,89.2837,0.262,2025-07-27
user_033,GBPUSD,BUY,2.0898,115.4917,0.2414,2025-08-03
user_008,TSLA,SELL,4.6289,240.331,1.1125,2025-06-18
user_109,XAUUSD,BUY,2.636,169.2515,0.4461,2025-04-22
user_095,AAPL,BUY,3.5314,254.3107,0.8981,2025-08-19
user_117,GBPUSD,BUY,2.9484,203.4656,0.5999,2025-05-29
user_064,TSLA,BUY,5.4212,70.0488,0.3797,2025-06-07
user_150,MSFT,BUY,5.1819,78.6523,0.4076,2025-03-29
user_059,ETHUSD,BUY,3.3714,82.658,0.2787,2025-05-15
user_044,GBPUSD,BUY,5.5895,226.3284,1.2651,2025-05-20
user_103,GBPUSD,SELL,8.4773,49.8543,0.4226,2025-06-20
user_184,MSFT,SELL,1.1593,32.6641,0.0379,2025-03-11
user_042,BTCUSD,SELL,2.8554,148.4085,0.4238,2025-04-14
user_040,BTCUSD,SELL,2.312,75.2533,0.174,2025-03-24
user_081,EURUSD,SELL,2.7165,272.9882,0.7416,2025-08-20
user_069,AAPL,BUY,1.0587,229.3698,0.2428,2025-08-17
user_036,TSLA,BUY,1.1361,50.5752,0.0575,2025-03-15
user_077,ETHUSD,BUY,0.78,181.0887,0.1412,2025-05-19
user_170,BTCUSD,BUY,3.0047,299.8695,0.901,2025-04-08
user_037,EURUSD,BUY,2.9572,249.1282,0.7367,2025-04-30
user_033,MSFT,BUY,9.3278,55.359,0.5164,2025-02-28
user_072,ETHUSD,BUY,4.4139,186.4631,0.823,2025-02-27
user_128,GBPUSD,BUY,1.1294,273.6287,0.309,2025-05-17
user_120,XAUUSD,BUY,5.5012,19.8217,0.109,2025-04-24
user_167,EURUSD,BUY,42.766,15.2989,0.6543,2025-08-13
user_142,XAUUSD,SELL,1.1613,252.5582,0.2933,2025-06-06
user_101,ETHUSD,SELL,11.4137,52.4005,0.5981,2025-02-26
user_034,XAUUSD,BUY,3.946,75.0562,0.2962,2025-08-05
user_126,ETHUSD,SELL,3.1439,19.6362,0.0617,2025-07-13
user_066,AAPL,SELL,2.8809,184.4543,0.5314,2025-04-03
user_185,XAUUSD,BUY,4.9417,87.9097,0.4344,2025-06-22
user_176,EURUSD,BUY,3.1591,241.4265,0.7627,2025-08-12
user_009,EURUSD,SELL,2.0585,120.6676,0.2484,2025-07-13
user_166,ETHUSD,BUY,2.9411,232.9676,0.6852,2025-06-06
user_165,AAPL,BUY,5.0283,74.8953,0.3766,2025-04-05
user_090,AAPL,SELL,6.1184,279.0977,1.7076,2025-06-26
user_180,EURUSD,SELL,12.2947,119.2601,1.4663,2025-05-28
user_004,EURUSD,BUY,4.301,233.697,1.0051,2025-07-21
user_138,MSFT,SELL,8.8244,74.1556,0.6544,2025-06-11
user_026,GBPUSD,SELL,3.6081,288.6402,1.0414,2025-06-05
user_094,EURUSD,BUY,3.902,202.021,0.7883,2025-06-18
user_011,BTCUSD,SELL,3.782,185.3818,0.7011,2025-02-26
user_043,AAPL,SELL,4.6128,205.1575,0.9464,2025-07-12
user_132,BTCUSD,BUY,6.8311,284.4126,1.9429,2025-07-02
user_106,BTCUSD,SELL,3.0854,266.0323,0.8208,2025-06-24
user_061,ETHUSD,SELL,2.3785,88.0767,0.2095,2025-05-26
user_006,TSLA,BUY,7.1935,289.1913,2.0803,2025-05-16
user_058,EURUSD,SELL,6.8595,297.0821,2.0378,2025-05-07
user_119,TSLA,SELL,9.812,97.0044,0.9518,2025-03-28
user_095,ETHUSD,SELL,2.8225,135.6255,0.3828,2025-08-06
user_137,MSFT,SELL,3.5334,82.0093,0.2898,2025-04-09
user_195,ETHUSD,SELL,7.3739,280.9679,2.0718,2025-08-07
user_070,MSFT,BUY,3.0652,59.7913,0.1833,2025-05-18
user_107,ETHUSD,BUY,5.9553,23.2335,0.1384,2025-03-16
user_075,ETHUSD,SELL,3.6172,32.2464,0.1166,2025-06-13
user_181,AAPL,SELL,4.9255,49.3893,0.2433,2025-07-20
user_123,TSLA,SELL,2.0368,290.5825,0.5919,2025-03-03
user_048,GBPUSD,SELL,4.2679,77.7643,0.3319,2025-03-07
user_150,XAUUSD,BUY,0.6739,143.9333,0.097,2025-03-10
user_042,AAPL,SELL,8.3612,227.3911,1.9013,2025-07-27
user_077,XAUUSD,BUY,6.4653,175.4779,1.1345,2025-08-15
user_099,XAUUSD,SELL,2.2948,123.7098,0.2839,2025-03-27
user_144,AAPL,SELL,11.57,265.9531,3.0771,2025-08-09
user_080,EURUSD,SELL,8.0155,85.1318,0.6824,2025-04-16
user_004,XAUUSD,SELL,2.088,61.2299,0.1278,2025-08-07
user_022,AAPL,BUY,2.9524,131.8375,0.3892,2025-08-11
user_146,GBPUSD,BUY,2.1513,250.13,0.5381,2025-07-19
user_007,TSLA,BUY,5.0103,161.7792,0.8106,2025-03-12
user_116,TSLA,SELL,2.88,89.9439,0.259,2025-08-24
user_106,ETHUSD,BUY,1.2874,180.8442,0.2328,2025-03-05
user_132,AAPL,SELL,3.8916,132.984,0.5175,2025-05-09
user_065,AAPL,SELL,7.0064,106.4675,0.746,2025-08-16
user_110,GBPUSD,SELL,4.3209,221.235,0.9559,2025-08-15
user_157,AAPL,SELL,5.6186,247.1894,1.3889,2025-05-21
user_077,BTCUSD,SELL,4.5717,172.1486,0.787,2025-08-22
user_006,ETHUSD,BUY,6.2934,122.858,0.7732,2025-03-29
user_063,MSFT,SELL,4.8222,101.4044,0.489,2025-03-12
user_019,TSLA,BUY,3.7674,175.1729,0.6599,2025-06-21
user_144,MSFT,BUY,4.2889,141.8746,0.6085,2025-03-06
user_006,GBPUSD,BUY,10.0728,14.5708,0.1468,2025-02-27
user_044,ETHUSD,SELL,5.8198,199.3217,1.16,2025-03-24
user_039,ETHUSD,SELL,2.2907,55.8945,0.128,2025-05-21
user_155,TSLA,SELL,4.2482,172.5524,0.733,2025-03-11
user_045,TSLA,BUY,4.9555,246.5284,1.2217,2025-08-04
user_044,AAPL,SELL,3.6945,295.1523,1.0904,2025-07-16
user_030,XAUUSD,BUY,1.2909,19.8531,0.0256,2025-03-28
user_024,MSFT,SELL,2.42,20.5658,0.0498,2025-04-27
user_033,ETHUSD,SELL,3.164,71.8239,0.2273,2025-08-15
user_068,BTCUSD,SELL,12.5863,186.1212,2.3426,2025-07-14
user_015,MSFT,BUY,5.4283,110.9666,0.6024,2025-03-04
user_083,GBPUSD,BUY,1.6026,247.9479,0.3974,2025-04-12
user_047,AAPL,BUY,3.8337,108.4916,0.4159,2025-07-04
user_023,ETHUSD,BUY,8.9843,111.9551,1.0058,2025-04-01
user_141,EURUSD,SELL,2.8572,66.6725,0.1905,2025-06-05
user_104,EURUSD,SELL,7.5612,29.9831,0.2267,2025-07-04
user_102,MSFT,SELL,1.6297,253.0681,0.4124,2025-03-13
user_141,MSFT,SELL,0.7413,70.2654,0.0521,2025-08-04
user_114,EURUSD,SELL,8.3324,247.969,2.0662,2025-06-08
user_183,XAUUSD,BUY,3.0713,118.4603,0.3638,2025-04-23
user_148,AAPL,SELL,1.3207,280.1037,0.3699,2025-03-04
user_180,BTCUSD,SELL,3.212,39.9999,0.1285,2025-08-05
user_112,MSFT,BUY,4.546,161.8138,0.7356,2025-03-08
user_167,AAPL,BUY,5.3097,14.6344,0.0777,2025-03-20
user_138,XAUUSD,BUY,0.9112,52.5595,0.0479,2025-04-17
user_184,GBPUSD,BUY,2.732,198.6408,0.5427,2025-06-01
user_113,ETHUSD,BUY,4.2013,215.8522,0.9069,2025-05-22
user_120,BTCUSD,BUY,5.3022,25.1929,0.1336,2025-03-28
user_155,AAPL,BUY,2.2759,185.7748,0.4228,2025-08-19
user_122,ETHUSD,BUY,3.5824,281.8522,1.0097,2025-03-20
user_018,AAPL,SELL,2.8522,109.6265,0.3127,2025-06-19
user_038,AAPL,BUY,4.6391,167.4457,0.7768,2025-07-02
user_093,XAUUSD,BUY,8.1291,245.3279,1.9943,2025-03-17
user_009,AAPL,BUY,3.3143,185.4902,0.6148,2025-07-14
user_115,GBPUSD,SELL,1.7807,36.2329,0.0645,2025-05-23
user_148,ETHUSD,BUY,2.6494,109.6948,0.2906,2025-03-09
user_057,TSLA,SELL,11.4841,199.1571,2.2871,2025-06-24
user_178,MSFT,BUY,2.4253,25.6819,0.0623,2025-04-06
user_146,XAUUSD,BUY,1.9713,51.2597,0.101,2025-08-17
user_063,ETHUSD,SELL,3.1982,249.0541,0.7965,2025-05-20
user_200,XAUUSD,BUY,3.8342,54.6201,0.2094,2025-06-16
user_081,EURUSD,BUY,2.9518,264.4024,0.7805,2025-03-14
user_062,TSLA,BUY,1.6345,153.216,0.2504,2025-05-23
user_082,GBPUSD,BUY,4.9183,220.7885,1.0859,2025-03-12
user_037,AAPL,SELL,4.6421,190.7971,0.8857,2025-07-06
user_037,MSFT,BUY,6.145,123.9471,0.7617,2025-08-22
user_098,AAPL,SELL,4.5786,204.8442,0.9379,2025-03-03
user_147,AAPL,SELL,10.7953,131.3951,1.4184,2025-08-14
user_183,GBPUSD,SELL,6.4565,48.1987,0.3112,2025-05-13
user_150,TSLA,SELL,5.651,250.7143,1.4168,2025-07-16
user_035,MSFT,SELL,8.3338,132.234,1.102,2025-03-19
user_161,AAPL,BUY,4.4115,116.8169,0.5153,2025-08-21
user_028,XAUUSD,BUY,3.6273,254.0426,0.9215,2025-03-29
user_098,AAPL,SELL,4.8842,147.7861,0.7218,2025-07-13
user_149,AAPL,SELL,1.2578,174.0474,0.2189,2025-06-06
user_179,EURUSD,BUY,4.4201,100.9373,0.4462,2025-03-22
user_062,BTCUSD,BUY,3.8318,219.8694,0.8425,2025-04-16
user_026,MSFT,BUY,5.2162,107.0128,0.5582,2025-02-26
user_170,EURUSD,BUY,7.5764,284.2931,2.1539,2025-05-11
user_162,AAPL,BUY,5.7553,123.0626,0.7083,2025-07-07
user_193,BTCUSD,SELL,2.6535,297.148,0.7885,2025-03-16
user_056,MSFT,SELL,6.7756,12.602,0.0854,2025-07-25
user_145,BTCUSD,BUY,10.9101,207.9734,2.269,2025-05-07
user_088,MSFT,SELL,7.7088,40.5143,0.3123,2025-03-03
user_006,ETHUSD,BUY,1.8666,95.6288,0.1785,2025-08-05
user_024,AAPL,BUY,5.7169,166.2053,0.9502,2025-06-21
user_057,MSFT,BUY,2.0197,55.4262,0.1119,2025-05-25
user_051,ETHUSD,BUY,3.4216,128.3527,0.4392,2025-07-02
user_198,ETHUSD,SELL,5.1212,29.8177,0.1527,2025-06-17
user_091,XAUUSD,SELL,4.7156,120.9657,0.5704,2025-08-18
user_017,MSFT,BUY,7.6082,53.0906,0.4039,2025-04-22
user_067,ETHUSD,SELL,10.949,73.9748,0.81,2025-04-05
user_062,ETHUSD,SELL,5.4451,278.3068,1.5154,2025-08-12
user_081,MSFT,BUY,3.2713,128.7901,0.4213,2025-06-11
user_024,EURUSD,SELL,1.2897,13.4525,0.0173,2025-05-20
user_082,GBPUSD,BUY,8.944,177.0595,1.5836,2025-07-08
user_193,XAUUSD,SELL,3.8438,178.5639,0.6864,2025-08-08
user_117,MSFT,SELL,3.9648,122.3169,0.485,2025-06-26
user_181,EURUSD,BUY,4.157,86.1956,0.3583,2025-07-15
user_099,EURUSD,BUY,5.2899,214.2845,1.1335,2025-05-24
user_018,GBPUSD,SELL,5.3875,115.543,0.6225,2025-07-07
user_173,ETHUSD,BUY,3.4536,167.2112,0.5775,2025-08-24
user_028,TSLA,BUY,3.8211,250.5472,0.9574,2025-07-12
user_145,AAPL,BUY,2.8244,242.6664,0.6854,2025-05-08
user_179,EURUSD,BUY,2.6523,246.1051,0.6527,2025-08-10
user_108,AAPL,BUY,2.6451,279.4675,0.7392,2025-03-14
user_022,BTCUSD,SELL,3.7947,104.549,0.3967,2025-03-12
user_022,GBPUSD,SELL,2.3679,261.8531,0.62,2025-07-18
user_055,GBPUSD,SELL,0.7088,103.6483,0.0735,2025-05-16
user_170,BTCUSD,BUY,3.2385,121.3988,0.3932,2025-05-20
user_022,EURUSD,SELL,1.93,173.7388,0.3353,2025-03-24
user_097,MSFT,BUY,4.3303,242.6025,1.0505,2025-06-09
user_103,EURUSD,SELL,2.8182,49.0286,0.1382,2025-04-06
user_159,GBPUSD,SELL,5.331,84.1114,0.4484,2025-04-24
user_082,BTCUSD,SELL,2.0287,205.5107,0.4169,2025-03-11
user_105,EURUSD,SELL,1.4175,21.7207,0.0308,2025-04-17
user_105,GBPUSD,SELL,3.8268,210.6633,0.8062,2025-06-17
user_053,BTCUSD,SELL,3.1595,62.0634,0.1961,2025-04-06
user_065,XAUUSD,SELL,1.8399,266.3954,0.4901,2025-07-26
user_135,XAUUSD,SELL,6.4599,269.2285,1.7392,2025-08-07
user_035,ETHUSD,SELL,2.2226,126.3347,0.2808,2025-03-12
user_131,BTCUSD,SELL,2.5819,75.9568,0.1961,2025-07-02
user_118,AAPL,SELL,7.2804,203.5622,1.482,2025-04-27
user_194,GBPUSD,BUY,5.5255,248.1834,1.3713,2025-02-28
user_021,XAUUSD,BUY,2.0913,222.6955,0.4657,2025-02-28
user_068,BTCUSD,SELL,3.3252,111.34,0.3702,2025-07-12
user_079,AAPL,SELL,1.9777,28.9627,0.0573,2025-07-28
user_172,EURUSD,BUY,6.9325,297.8116,2.0646,2025-08-03
user_098,BTCUSD,SELL,6.9294,260.5,1.8051,2025-03-09
user_127,ETHUSD,BUY,12.1554,90.3847,1.0987,2025-08-18
user_053,XAUUSD,BUY,15.9425,126.3012,2.0136,2025-07-16
user_184,MSFT,SELL,2.7994,131.1085,0.367,2025-08-16
user_179,TSLA,BUY,6.2191,255.9195,1.5916,2025-07-18
user_044,TSLA,BUY,1.3101,64.4509,0.0844,2025-07-02
user_026,EURUSD,SELL,4.5317,247.8656,1.1233,2025-05-21
user_128,TSLA,BUY,5.2345,169.0763,0.885,2025-07-22
user_071,ETHUSD,SELL,2.2901,230.7822,0.5285,2025-04-26
user_123,TSLA,BUY,2.7015,79.6428,0.2152,2025-08-04
user_028,MSFT,BUY,6.9604,100.6772,0.7008,2025-04-01
user_197,BTCUSD,BUY,5.3161,204.5627,1.0875,2025-04-01
user_177,TSLA,BUY,11.0269,206.3471,2.2754,2025-08-22
user_165,AAPL,BUY,10.1142,174.731,1.7673,2025-08-01
user_055,ETHUSD,SELL,1.5008,231.7315,0.3478,2025-05-28
user_027,AAPL,BUY,2.9604,71.7504,0.2124,2025-03-05
user_114,BTCUSD,BUY,2.1596,189.4724,0.4092,2025-05-18
user_107,XAUUSD,BUY,6.3885,225.3881,1.4399,2025-06-11
user_005,TSLA,SELL,4.8079,255.5867,1.2288,2025-07-19
user_034,EURUSD,BUY,2.2418,18.2741,0.041,2025-04-18
user_122,MSFT,SELL,2.4397,146.1659,0.3566,2025-04-03
user_059,BTCUSD,SELL,8.5829,279.0136,2.3947,2025-07-07
user_152,GBPUSD,SELL,3.1558,9.0363,0.0285,2025-07-04
user_080,BTCUSD,BUY,1.2026,29.0716,0.035,2025-07-01
user_032,BTCUSD,SELL,2.1329,166.7028,0.3556,2025-07-02
user_021,MSFT,SELL,12.7668,56.5209,0.7216,2025-07-30
user_056,EURUSD,SELL,7.4221,289.7643,2.1507,2025-08-15
user_025,AAPL,BUY,1.9099,19.8729,0.038,2025-03-10
user_200,ETHUSD,BUY,4.5305,171.3563,0.7763,2025-03-06
user_168,EURUSD,BUY,7.1189,152.5822,1.0862,2025-07-31
user_007,BTCUSD,SELL,1.4901,275.5941,0.4107,2025-03-23
user_157,ETHUSD,BUY,7.6541,124.9442,0.9563,2025-07-28
user_059,EURUSD,BUY,5.2845,91.5393,0.4837,2025-05-08
user_083,ETHUSD,SELL,2.612,160.0137,0.418,2025-03-20
user_029,ETHUSD,SELL,5.8238,238.6964,1.3901,2025-07-18
user_174,MSFT,SELL,4.8496,204.5265,0.9919,2025-07-17
user_167,TSLA,SELL,5.056,92.2681,0.4665,2025-06-05
user_177,BTCUSD,BUY,4.432,5.3281,0.0236,2025-08-15
user_031,AAPL,BUY,2.3902,200.2412,0.4786,2025-07-16
user_076,GBPUSD,BUY,2.645,191.9449,0.5077,2025-07-22
user_066,TSLA,SELL,3.5153,219.9895,0.7733,2025-03-07
user_145,TSLA,SELL,4.1687,100.4415,0.4187,2025-08-24
user_138,TSLA,BUY,6.0451,106.1056,0.6414,2025-03-09
user_017,TSLA,BUY,12.9972,44.7,0.581,2025-06-28
user_046,BTCUSD,SELL,4.6593,35.5131,0.1655,2025-04-25
user_124,TSLA,BUY,5.9769,123.598,0.7387,2025-06-18
user_166,AAPL,BUY,6.8816,39.8745,0.2744,2025-08-10
user_151,EURUSD,SELL,6.2506,5.0091,0.0313,2025-05-24
user_156,MSFT,SELL,2.3402,80.072,0.1874,2025-03-28
user_030,MSFT,BUY,9.1455,8.8048,0.0805,2025-06-21
user_090,BTCUSD,BUY,8.1835,287.5013,2.3528,2025-05-23
user_144,EURUSD,SELL,4.3955,171.8948,0.7556,2025-04-14
user_127,ETHUSD,BUY,2.4181,166.9175,0.4036,2025-03-30
user_100,EURUSD,BUY,4.1289,117.0938,0.4835,2025-04-30
user_068,TSLA,BUY,1.589,75.8882,0.1206,2025-08-15
user_108,GBPUSD,SELL,9.9947,33.0148,0.33,2025-03-14
user_146,AAPL,SELL,2.7825,57.1846,0.1591,2025-06-22
user_039,EURUSD,SELL,3.4116,296.2642,1.0107,2025-08-11
user_025,XAUUSD,BUY,9.4984,262.7175,2.4954,2025-08-06
user_077,EURUSD,BUY,0.9115,298.6928,0.2723,2025-03-11
user_180,BTCUSD,BUY,8.7249,101.4476,0.8851,2025-06-25
user_136,EURUSD,BUY,4.967,95.1945,0.4728,2025-06-15
user_025,TSLA,BUY,11.0877,206.2465,2.2868,2025-07-23
user_037,XAUUSD,BUY,2.2995,97.9956,0.2253,2025-03-03
user_153,ETHUSD,BUY,4.9686,42.8561,0.2129,2025-06-12
user_025,MSFT,SELL,2.31,175.6553,0.4058,2025-05-14
user_110,AAPL,SELL,7.8498,227.2743,1.7841,2025-05-22
user_134,ETHUSD,SELL,7.6662,262.4935,2.0123,2025-06-15
user_193,AAPL,SELL,11.6664,187.656,2.1893,2025-05-12
user_184,GBPUSD,SELL,4.0544,60.0588,0.2435,2025-05-10
user_058,XAUUSD,SELL,14.1771,255.738,3.6256,2025-07-02
user_016,EURUSD,BUY,2.2059,62.8925,0.1387,2025-05-26
user_071,ETHUSD,SELL,3.9261,177.7413,0.6978,2025-03-11
user_058,GBPUSD,SELL,2.2493,164.7055,0.3705,2025-08-09
user_166,AAPL,SELL,4.5616,165.5817,0.7553,2025-03-25
user_128,EURUSD,BUY,2.3574,73.9535,0.1743,2025-08-09
user_071,EURUSD,SELL,7.8642,17.2658,0.1358,2025-06-10
user_098,MSFT,BUY,5.393,151.9483,0.8195,2025-03-11
user_142,TSLA,SELL,2.1058,95.7924,0.2017,2025-06-21
user_077,XAUUSD,BUY,6.6916,186.0232,1.2448,2025-08-07
user_121,EURUSD,BUY,10.5266,112.6226,1.1855,2025-05-15
user_181,MSFT,BUY,5.7227,194.0848,1.1107,2025-05-30
user_184,ETHUSD,BUY,1.7869,212.0128,0.3788,2025-03-10
user_072,AAPL,SELL,3.7085,169.1571,0.6273,2025-08-11
user_143,AAPL,BUY,6.1944,11.1756,0.0692,2025-07-18
user_031,GBPUSD,BUY,3.5057,98.1531,0.3441,2025-08-19
user_055,EURUSD,SELL,2.1906,204.3206,0.4476,2025-04-13
user_005,XAUUSD,SELL,8.4825,121.8015,1.0332,2025-04-06
user_080,ETHUSD,SELL,3.4191,126.6225,0.4329,2025-06-06
user_115,AAPL,SELL,10.5313,280.7453,2.9566,2025-03-26
user_119,TSLA,SELL,2.9694,177.4402,0.5269,2025-05-04
user_071,MSFT,SELL,3.3051,290.9499,0.9616,2025-04-13
user_047,TSLA,BUY,2.8397,105.0951,0.2984,2025-07-12
user_142,BTCUSD,SELL,3.6716,154.2498,0.5663,2025-08-07
user_106,ETHUSD,BUY,5.3383,299.3361,1.5979,2025-03-21
user_112,EURUSD,SELL,2.2528,138.2631,0.3115,2025-07-23
user_069,ETHUSD,BUY,2.0299,38.9681,0.0791,2025-04-16
user_134,ETHUSD,SELL,1.4734,265.5657,0.3913,2025-04-07
user_136,MSFT,BUY,1.3822,199.6086,0.2759,2025-06-24
user_017,XAUUSD,SELL,1.7981,135.3999,0.2435,2025-08-18
user_030,AAPL,SELL,2.9579,245.0484,0.7248,2025-07-10
user_012,GBPUSD,SELL,4.5116,282.4487,1.2743,2025-03-24
user_101,EURUSD,BUY,5.1567,49.6725,0.2561,2025-07-04
user_049,AAPL,BUY,4.387,145.8378,0.6398,2025-07-30
user_170,AAPL,SELL,9.6848,123.4312,1.1954,2025-05-04
user_160,TSLA,BUY,11.9929,104.7349,1.2561,2025-03-06
user_080,TSLA,SELL,3.4285,52.9849,0.1817,2025-03-25
user_148,AAPL,SELL,2.2734,221.6379,0.5039,2025-07-26
user_094,BTCUSD,SELL,14.8654,262.2144,3.8979,2025-03-30
user_105,ETHUSD,BUY,8.284,175.2096,1.4514,2025-07-01
user_169,TSLA,BUY,7.8738,164.3823,1.2943,2025-07-30
user_018,EURUSD,SELL,2.8911,28.3877,0.0821,2025-04-10
user_080,XAUUSD,SELL,6.8004,121.9122,0.8291,2025-05-30
user_063,AAPL,BUY,4.4081,92.4161,0.4074,2025-02-27
user_107,MSFT,SELL,3.8792,132.6676,0.5146,2025-03-07
user_101,BTCUSD,SELL,3.8752,180.7255,0.7003,2025-06-29
user_058,TSLA,BUY,5.4923,249.3894,1.3697,2025-05-27
user_130,XAUUSD,BUY,9.9092,28.6551,0.2839,2025-02-26
user_043,XAUUSD,SELL,15.8453,249.4526,3.9527,2025-07-29
user_116,MSFT,BUY,3.1815,236.1235,0.7512,2025-04-17
user_010,BTCUSD,BUY,4.5598,41.682,0.1901,2025-03-24
user_133,XAUUSD,SELL,3.8217,263.1644,1.0057,2025-03-30
user_075,TSLA,SELL,5.2677,176.2903,0.9286,2025-06-08
user_109,XAUUSD,BUY,0.8875,281.1015,0.2495,2025-06-06
user_067,GBPUSD,BUY,3.5485,243.8541,0.8653,2025-05-18
user_015,MSFT,BUY,13.8477,285.4072,3.9522,2025-04-26
user_130,TSLA,SELL,2.7048,134.7574,0.3645,2025-04-01
user_131,TSLA,BUY,3.1841,194.9672,0.6208,2025-08-02
user_094,XAUUSD,SELL,2.9152,181.841,0.5301,2025-05-14
user_109,ETHUSD,SELL,3.7128,271.209,1.0069,2025-05-02
user_021,GBPUSD,BUY,1.8672,135.5603,0.2531,2025-08-17
user_040,EURUSD,BUY,2.9467,19.267,0.0568,2025-07-02
user_145,TSLA,SELL,5.2357,178.4601,0.9344,2025-05-10
user_139,XAUUSD,BUY,5.2118,109.1654,0.5689,2025-04-24
user_063,BTCUSD,BUY,4.7187,248.65,1.1733,2025-08-02
user_007,MSFT,BUY,9.3066,191.2803,1.7802,2025-06-02
user_180,MSFT,SELL,5.3652,127.1716,0.6823,2025-04-18
user_096,XAUUSD,BUY,9.0951,287.594,2.6157,2025-05-26
user_137,AAPL,BUY,15.8546,70.0439,1.1105,2025-08-24
user_053,GBPUSD,SELL,6.9131,189.567,1.3105,2025-05-10
user_064,ETHUSD,SELL,1.872,22.5782,0.0423,2025-05-20
user_091,BTCUSD,SELL,4.8338,183.286,0.886,2025-08-01
user_091,BTCUSD,SELL,4.4132,71.8979,0.3173,2025-07-27
user_123,BTCUSD,BUY,10.5189,201.624,2.1209,2025-08-06
user_147,BTCUSD,BUY,3.7928,53.1932,0.2018,2025-06-04
user_184,ETHUSD,SELL,2.5018,59.4154,0.1486,2025-07-01
user_025,ETHUSD,BUY,3.0447,20.0893,0.0612,2025-04-28
user_093,TSLA,BUY,1.9096,122.3491,0.2336,2025-03-01
user_081,MSFT,SELL,0.6993,117.9213,0.0825,2025-07-03
user_161,ETHUSD,BUY,13.8985,252.5482,3.51,2025-04-04
user_059,ETHUSD,SELL,4.1012,23.3022,0.0956,2025-04-08
user_188,EURUSD,BUY,2.0077,25.9909,0.0522,2025-06-18
user_018,AAPL,BUY,11.217,264.0199,2.9615,2025-03-29
user_185,ETHUSD,SELL,12.6591,169.5727,2.1466,2025-07-31
user_128,XAUUSD,SELL,4.5049,195.4438,0.8805,2025-03-24
user_133,EURUSD,SELL,1.8184,18.4476,0.0335,2025-08-19
user_056,GBPUSD,BUY,3.0872,55.1167,0.1702,2025-03-17
user_198,EURUSD,SELL,3.5566,42.4486,0.151,2025-07-05
user_082,XAUUSD,SELL,4.1844,77.525,0.3244,2025-08-16
user_159,XAUUSD,SELL,2.1461,110.6512,0.2375,2025-03-27
user_065,EURUSD,BUY,7.2914,27.6436,0.2016,2025-06-13
user_007,BTCUSD,BUY,1.1464,6.2353,0.0071,2025-03-14
user_048,MSFT,BUY,8.1024,126.1827,1.0224,2025-07-26
user_042,TSLA,BUY,9.3167,149.445,1.3923,2025-07-27
user_020,TSLA,BUY,3.2648,103.9346,0.3393,2025-07-03
user_145,EURUSD,SELL,3.902,57.2393,0.2233,2025-05-29
user_148,ETHUSD,SELL,10.1565,98.0323,0.9957,2025-05-02
user_032,MSFT,SELL,6.0433,120.9784,0.7311,2025-03-23
user_077,BTCUSD,BUY,3.3327,57.8143,0.1927,2025-03-08
user_024,BTCUSD,BUY,3.5677,240.2666,0.8572,2025-04-02
